locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPPBIMDH_01150	CDS	1851				hypothetical protein
OPPBIMDH_01151	CDS	1008				hypothetical protein
OPPBIMDH_01152	CDS	1485				hypothetical protein
OPPBIMDH_01153	CDS	1206				hypothetical protein
OPPBIMDH_01154	CDS	864				hypothetical protein
OPPBIMDH_01155	CDS	1614				hypothetical protein
OPPBIMDH_01156	CDS	930				hypothetical protein
OPPBIMDH_01157	CDS	1044				hypothetical protein
OPPBIMDH_01158	CDS	3087				hypothetical protein
OPPBIMDH_01159	CDS	393	hrp1_2		COG0517	Hypoxic response protein 1
OPPBIMDH_01160	CDS	516	idi_1	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
OPPBIMDH_01161	CDS	732	glgC_1	2.7.7.27		Glucose-1-phosphate adenylyltransferase
OPPBIMDH_01162	CDS	1068				hypothetical protein
OPPBIMDH_01163	CDS	723				hypothetical protein
OPPBIMDH_01164	CDS	1257				hypothetical protein
OPPBIMDH_01165	CDS	861	mutM	4.2.99.18		Formamidopyrimidine-DNA glycosylase
OPPBIMDH_01166	CDS	1506				hypothetical protein
OPPBIMDH_01167	CDS	1224	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
OPPBIMDH_01168	CDS	768	lytR		COG3279	Sensory transduction protein LytR
OPPBIMDH_01169	CDS	663				hypothetical protein
OPPBIMDH_01170	CDS	552				hypothetical protein
OPPBIMDH_01171	CDS	489				hypothetical protein
OPPBIMDH_01172	CDS	1641	actP		COG4147	Cation/acetate symporter ActP
OPPBIMDH_01173	CDS	858				hypothetical protein
OPPBIMDH_01174	CDS	501				hypothetical protein
OPPBIMDH_01175	CDS	765	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
OPPBIMDH_01176	CDS	1695				hypothetical protein
OPPBIMDH_01177	CDS	492				hypothetical protein
OPPBIMDH_01178	CDS	258				hypothetical protein
OPPBIMDH_01179	CDS	534				hypothetical protein
OPPBIMDH_01180	CDS	369				hypothetical protein
OPPBIMDH_01181	CDS	1674	mctC		COG4147	Monocarboxylic acid transporter
OPPBIMDH_01182	CDS	978	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
OPPBIMDH_01183	CDS	966	lcpA		COG1316	Cell wall biosynthesis protein LcpA
OPPBIMDH_01184	CDS	1215	tagU_3	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
OPPBIMDH_01185	CDS	945	lcpB		COG1316	putative cell wall biosynthesis protein LcpB
OPPBIMDH_01186	CDS	336		2.8.1.-	COG0607	Sulfurtransferase
OPPBIMDH_01187	CDS	792	glpQ1	3.1.4.46	COG0584	putative glycerophosphodiester phosphodiesterase 1
OPPBIMDH_01188	CDS	1455	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
OPPBIMDH_01189	CDS	450				hypothetical protein
OPPBIMDH_01190	CDS	885				hypothetical protein
OPPBIMDH_01191	CDS	1215	arcA	3.5.3.6	COG2235	Arginine deiminase
OPPBIMDH_01192	CDS	741				hypothetical protein
OPPBIMDH_01193	CDS	450				hypothetical protein
OPPBIMDH_01194	CDS	543				hypothetical protein
OPPBIMDH_01195	CDS	957	pheA	4.2.1.51	COG0077	Prephenate dehydratase
OPPBIMDH_01196	CDS	720				hypothetical protein
OPPBIMDH_01197	CDS	339				hypothetical protein
OPPBIMDH_01198	CDS	429	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
OPPBIMDH_01199	CDS	735				hypothetical protein
OPPBIMDH_01200	CDS	822	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
OPPBIMDH_01201	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
OPPBIMDH_01202	CDS	591				hypothetical protein
OPPBIMDH_01203	CDS	828				hypothetical protein
OPPBIMDH_01204	CDS	1224				hypothetical protein
OPPBIMDH_01205	CDS	786		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
OPPBIMDH_01206	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
OPPBIMDH_01207	CDS	957		1.3.1.103		2-haloacrylate reductase
OPPBIMDH_01208	CDS	1155				hypothetical protein
OPPBIMDH_01209	CDS	258				hypothetical protein
OPPBIMDH_01210	CDS	747	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
OPPBIMDH_01211	CDS	855	fdhD		COG1526	Sulfur carrier protein FdhD
OPPBIMDH_01212	CDS	1164				hypothetical protein
OPPBIMDH_01213	CDS	915		2.7.1.-		putative ketoamine kinase
OPPBIMDH_01214	CDS	1017	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
OPPBIMDH_01215	CDS	246				hypothetical protein
OPPBIMDH_01216	CDS	1272				hypothetical protein
OPPBIMDH_01217	CDS	3186	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
OPPBIMDH_01218	CDS	627				hypothetical protein
OPPBIMDH_01219	CDS	1008	yedA_1			putative inner membrane transporter YedA
OPPBIMDH_01220	CDS	849				hypothetical protein
OPPBIMDH_01221	CDS	1245				hypothetical protein
OPPBIMDH_01222	CDS	618				hypothetical protein
OPPBIMDH_01223	CDS	546				hypothetical protein
OPPBIMDH_01224	CDS	1425				hypothetical protein
OPPBIMDH_01225	CDS	432	moaE2	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
OPPBIMDH_01226	CDS	1260	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
OPPBIMDH_01227	CDS	471	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
OPPBIMDH_01228	CDS	492	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
OPPBIMDH_01229	CDS	3036				hypothetical protein
OPPBIMDH_01230	CDS	2535				hypothetical protein
OPPBIMDH_01231	CDS	1344				hypothetical protein
OPPBIMDH_01232	CDS	633			COG1926	Putative phosphoribosyl transferase
OPPBIMDH_01233	CDS	396				hypothetical protein
OPPBIMDH_01234	CDS	681				hypothetical protein
OPPBIMDH_01235	CDS	2679	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
OPPBIMDH_01236	CDS	1677				hypothetical protein
OPPBIMDH_01237	CDS	447	rplI		COG0359	50S ribosomal protein L9
OPPBIMDH_01238	CDS	240	rpsR1		COG0238	30S ribosomal protein S18 1
OPPBIMDH_01239	CDS	510	ssb		COG0629	Single-stranded DNA-binding protein
OPPBIMDH_01240	CDS	291	rpsF		COG0360	30S ribosomal protein S6
OPPBIMDH_01241	CDS	783	end	3.1.21.2	COG0648	putative endonuclease 4
OPPBIMDH_01242	CDS	2025				hypothetical protein
OPPBIMDH_01243	CDS	1557				hypothetical protein
OPPBIMDH_01244	CDS	2478	ponA1_2		COG0744	Penicillin-binding protein 1A
OPPBIMDH_01245	CDS	447				hypothetical protein
OPPBIMDH_01246	CDS	639				hypothetical protein
OPPBIMDH_01247	CDS	1080	ino1_2	5.5.1.4	COG1260	Inositol-3-phosphate synthase
OPPBIMDH_01248	CDS	489	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
OPPBIMDH_01249	CDS	543				hypothetical protein
OPPBIMDH_01250	CDS	1509				hypothetical protein
OPPBIMDH_01251	CDS	2037				hypothetical protein
OPPBIMDH_01252	CDS	1461		2.7.7.-	COG0617	A-adding tRNA nucleotidyltransferase
OPPBIMDH_01253	CDS	1749	murJ_1			lipid II flippase MurJ
OPPBIMDH_01254	CDS	1560				hypothetical protein
OPPBIMDH_01255	CDS	705	sigM			ECF RNA polymerase sigma factor SigM
OPPBIMDH_01256	CDS	948				hypothetical protein
OPPBIMDH_01257	CDS	954	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
OPPBIMDH_01258	CDS	324	trxA_1		COG0526	Thioredoxin
OPPBIMDH_01259	CDS	1254	cwlM	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase CwlM
OPPBIMDH_01260	CDS	666				hypothetical protein
OPPBIMDH_01261	CDS	1314	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
OPPBIMDH_01262	CDS	993	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
OPPBIMDH_01263	CDS	867				hypothetical protein
OPPBIMDH_01264	CDS	753				hypothetical protein
OPPBIMDH_01265	CDS	1041	parB		COG1475	putative chromosome-partitioning protein ParB
OPPBIMDH_01266	CDS	1236	nifH	1.18.6.1		Nitrogenase iron protein
OPPBIMDH_01267	CDS	1089	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
OPPBIMDH_01268	CDS	588				hypothetical protein
OPPBIMDH_01269	CDS	1002	yidC_2			Membrane protein insertase YidC
OPPBIMDH_01270	CDS	327	rnpA	3.1.26.5		Ribonuclease P protein component
OPPBIMDH_01271	CDS	138	rpmH		COG0230	50S ribosomal protein L34
OPPBIMDH_01272	CDS	1836	dnaA			Chromosomal replication initiator protein DnaA
OPPBIMDH_01273	CDS	1245				IS256 family transposase IS1164
OPPBIMDH_01274	CDS	1134	dnaN		COG0592	Beta sliding clamp
OPPBIMDH_01275	CDS	873		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
OPPBIMDH_01276	CDS	1131	recF		COG1195	DNA replication and repair protein RecF
OPPBIMDH_01277	CDS	606				hypothetical protein
OPPBIMDH_01278	CDS	240				hypothetical protein
OPPBIMDH_01279	CDS	489	ohrR_1			Organic hydroperoxide resistance transcriptional regulator
OPPBIMDH_01280	CDS	555				hypothetical protein
OPPBIMDH_01281	CDS	1947	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
OPPBIMDH_01282	CDS	3780	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
OPPBIMDH_01283	CDS	927				hypothetical protein
OPPBIMDH_01284	tRNA	76				tRNA-Ile(gat)
OPPBIMDH_01285	CDS	129				hypothetical protein
OPPBIMDH_01286	tRNA	76				tRNA-Ala(tgc)
OPPBIMDH_01287	CDS	1152	xerC_2			Tyrosine recombinase XerC
OPPBIMDH_01288	CDS	198				hypothetical protein
OPPBIMDH_01289	CDS	1758				hypothetical protein
OPPBIMDH_01290	CDS	447				hypothetical protein
OPPBIMDH_01291	CDS	147				hypothetical protein
OPPBIMDH_01292	CDS	951				hypothetical protein
OPPBIMDH_01293	CDS	576				hypothetical protein
OPPBIMDH_01294	CDS	177				hypothetical protein
OPPBIMDH_01295	CDS	1050				hypothetical protein
OPPBIMDH_01296	CDS	552				hypothetical protein
OPPBIMDH_01297	CDS	306				hypothetical protein
OPPBIMDH_01298	CDS	387				hypothetical protein
OPPBIMDH_01299	CDS	549				hypothetical protein
OPPBIMDH_01300	CDS	690				hypothetical protein
OPPBIMDH_01301	CDS	591				hypothetical protein
OPPBIMDH_01302	CDS	591				hypothetical protein
OPPBIMDH_01303	CDS	972	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
OPPBIMDH_01304	CDS	4497	ctpI	3.6.3.-	COG0474	putative cation-transporting ATPase I
OPPBIMDH_01305	CDS	1377	mdtD_1			Putative multidrug resistance protein MdtD
OPPBIMDH_01306	tRNA	96				tRNA-Arg(tcg)
OPPBIMDH_01307	CDS	780				hypothetical protein
OPPBIMDH_01308	CDS	198				hypothetical protein
OPPBIMDH_01309	CDS	549				hypothetical protein
OPPBIMDH_01310	CDS	633				hypothetical protein
OPPBIMDH_01311	CDS	426			COG2166	putative SufE-like protein
OPPBIMDH_01312	CDS	420	hrp1_3		COG0517	Hypoxic response protein 1
OPPBIMDH_01313	CDS	1770	proS_1	6.1.1.15	COG0442	Proline--tRNA ligase
OPPBIMDH_01314	CDS	375				hypothetical protein
OPPBIMDH_01315	CDS	774	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OPPBIMDH_01316	CDS	558				hypothetical protein
OPPBIMDH_01317	CDS	516				hypothetical protein
OPPBIMDH_01318	CDS	1011				hypothetical protein
OPPBIMDH_01319	CDS	564				hypothetical protein
OPPBIMDH_01320	CDS	1173				hypothetical protein
OPPBIMDH_01321	CDS	216				hypothetical protein
OPPBIMDH_01322	CDS	1404	bamB			Outer membrane protein assembly factor BamB
OPPBIMDH_01323	CDS	1509				hypothetical protein
OPPBIMDH_01324	CDS	771				hypothetical protein
OPPBIMDH_01325	CDS	447				hypothetical protein
OPPBIMDH_01326	CDS	903	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
OPPBIMDH_01327	CDS	1194				hypothetical protein
OPPBIMDH_01328	CDS	531	sigE_3		COG1595	RNA polymerase sigma-E factor
OPPBIMDH_01329	CDS	600				hypothetical protein
OPPBIMDH_01330	CDS	1140	pcpB	1.14.13.50	COG0654	Pentachlorophenol 4-monooxygenase
OPPBIMDH_01331	CDS	1794	htpG_1			Chaperone protein HtpG
OPPBIMDH_01332	CDS	2844				hypothetical protein
OPPBIMDH_01333	CDS	615				hypothetical protein
OPPBIMDH_01334	CDS	1347	accC_1	6.3.4.14	COG0439	Biotin carboxylase
OPPBIMDH_01335	CDS	921	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
OPPBIMDH_01336	CDS	1533	accD5_2	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
OPPBIMDH_01337	CDS	1149	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OPPBIMDH_01338	CDS	2550				hypothetical protein
OPPBIMDH_01339	CDS	492				hypothetical protein
OPPBIMDH_01340	CDS	582				hypothetical protein
OPPBIMDH_01341	CDS	1479	gshA_1	6.3.2.2		Glutamate--cysteine ligase
OPPBIMDH_01342	CDS	1374				hypothetical protein
OPPBIMDH_01343	CDS	672				hypothetical protein
OPPBIMDH_01344	CDS	819				hypothetical protein
OPPBIMDH_01345	CDS	474				hypothetical protein
OPPBIMDH_01346	CDS	288				hypothetical protein
OPPBIMDH_01347	CDS	894				hypothetical protein
OPPBIMDH_01348	CDS	228				hypothetical protein
OPPBIMDH_01349	CDS	399				hypothetical protein
OPPBIMDH_01350	CDS	603				hypothetical protein
OPPBIMDH_01351	CDS	807		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
OPPBIMDH_01352	CDS	1074				hypothetical protein
OPPBIMDH_01353	tRNA	86				tRNA-Leu(cag)
OPPBIMDH_01354	CDS	762				hypothetical protein
OPPBIMDH_01355	CDS	486	fhaB		COG1716	FHA domain-containing protein FhaB
OPPBIMDH_01356	CDS	1437	pstP_1	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
OPPBIMDH_01357	CDS	1494	rodA		COG0772	putative FtsW-like protein
OPPBIMDH_01358	CDS	1509	pbpA		COG0768	Penicillin-binding protein A
OPPBIMDH_01359	CDS	1383	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
OPPBIMDH_01360	CDS	1836	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
OPPBIMDH_01361	CDS	651	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
OPPBIMDH_01362	CDS	273				hypothetical protein
OPPBIMDH_01363	CDS	903				hypothetical protein
OPPBIMDH_01364	CDS	807				hypothetical protein
OPPBIMDH_01365	CDS	264	crgA			Cell division protein CrgA
OPPBIMDH_01366	CDS	2199	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
OPPBIMDH_01367	CDS	735				hypothetical protein
OPPBIMDH_01368	CDS	1290				hypothetical protein
OPPBIMDH_01369	CDS	1005			COG1253	putative protein
OPPBIMDH_01370	CDS	1011				hypothetical protein
OPPBIMDH_01371	CDS	2034				hypothetical protein
OPPBIMDH_01372	CDS	1032				hypothetical protein
OPPBIMDH_01373	CDS	579	dcd_1	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
OPPBIMDH_01374	CDS	546				hypothetical protein
OPPBIMDH_01375	CDS	993				hypothetical protein
OPPBIMDH_01376	tRNA	74				tRNA-Gly(ccc)
OPPBIMDH_01377	CDS	1149			COG0582	Putative prophage phiRv2 integrase
OPPBIMDH_01378	CDS	240				hypothetical protein
OPPBIMDH_01379	CDS	1494				hypothetical protein
OPPBIMDH_01380	CDS	237				hypothetical protein
OPPBIMDH_01381	CDS	345				hypothetical protein
OPPBIMDH_01382	CDS	345				hypothetical protein
OPPBIMDH_01383	CDS	252				hypothetical protein
OPPBIMDH_01384	CDS	738				hypothetical protein
OPPBIMDH_01385	CDS	543				hypothetical protein
OPPBIMDH_01386	CDS	363				hypothetical protein
OPPBIMDH_01387	CDS	228				hypothetical protein
OPPBIMDH_01388	CDS	507				hypothetical protein
OPPBIMDH_01389	CDS	396			COG0346	Virulence protein
OPPBIMDH_01390	CDS	894	benM			HTH-type transcriptional regulator BenM
OPPBIMDH_01391	CDS	567				hypothetical protein
OPPBIMDH_01392	CDS	1053				hypothetical protein
OPPBIMDH_01393	CDS	912	fgd_2	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
OPPBIMDH_01394	CDS	414				hypothetical protein
OPPBIMDH_01395	CDS	540	apt_1	2.4.2.7		Adenine phosphoribosyltransferase
OPPBIMDH_01396	CDS	633	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
OPPBIMDH_01397	CDS	1128				hypothetical protein
OPPBIMDH_01398	CDS	1857	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
OPPBIMDH_01399	CDS	270				hypothetical protein
OPPBIMDH_01400	CDS	867	pdxI_1	1.1.1.65		Pyridoxine 4-dehydrogenase
OPPBIMDH_01401	CDS	408	hxlR		COG1733	HTH-type transcriptional activator HxlR
OPPBIMDH_01402	CDS	537		3.1.3.-	COG2062	putative protein
OPPBIMDH_01403	CDS	291				hypothetical protein
OPPBIMDH_01404	CDS	624				hypothetical protein
OPPBIMDH_01405	CDS	615	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
OPPBIMDH_01406	CDS	870	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
OPPBIMDH_01407	CDS	750	pxpA	3.5.2.9		5-oxoprolinase subunit A
OPPBIMDH_01408	CDS	1833	resA_2			Thiol-disulfide oxidoreductase ResA
OPPBIMDH_01409	CDS	2811				hypothetical protein
OPPBIMDH_01410	CDS	138				hypothetical protein
OPPBIMDH_01411	CDS	1470	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
OPPBIMDH_01412	CDS	990	bkdB_1	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
OPPBIMDH_01413	CDS	1179	bkdA_1	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
OPPBIMDH_01414	CDS	591				hypothetical protein
OPPBIMDH_01415	CDS	1227				hypothetical protein
OPPBIMDH_01416	CDS	1680				hypothetical protein
OPPBIMDH_01417	CDS	1821				hypothetical protein
OPPBIMDH_01418	CDS	1869	dnaK_2		COG0443	Chaperone protein DnaK
OPPBIMDH_01419	CDS	738	grpE			Protein GrpE
OPPBIMDH_01420	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
OPPBIMDH_01421	CDS	441	hspR		COG0789	Putative heat shock protein HspR
OPPBIMDH_01422	CDS	207				hypothetical protein
OPPBIMDH_01423	CDS	429				hypothetical protein
OPPBIMDH_01424	CDS	1218	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
OPPBIMDH_01425	CDS	444	khtT		COG0490	K(+)/H(+) antiporter subunit KhtT
OPPBIMDH_01426	CDS	231				hypothetical protein
OPPBIMDH_01427	CDS	318				hypothetical protein
OPPBIMDH_01428	CDS	255				hypothetical protein
OPPBIMDH_01429	CDS	2592	clpB		COG0542	Chaperone protein ClpB
OPPBIMDH_01430	CDS	381				hypothetical protein
OPPBIMDH_01431	CDS	684				putative protein
OPPBIMDH_01432	CDS	495				hypothetical protein
OPPBIMDH_01433	CDS	426				hypothetical protein
OPPBIMDH_01434	CDS	423				hypothetical protein
OPPBIMDH_01435	CDS	774				hypothetical protein
OPPBIMDH_01436	CDS	1569	speE_1	2.5.1.16		Polyamine aminopropyltransferase
OPPBIMDH_01437	CDS	1056				hypothetical protein
OPPBIMDH_01438	CDS	777				hypothetical protein
OPPBIMDH_01439	CDS	729				hypothetical protein
OPPBIMDH_01440	CDS	810				hypothetical protein
OPPBIMDH_01441	CDS	540	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
OPPBIMDH_01442	CDS	378				hypothetical protein
OPPBIMDH_01443	CDS	846				hypothetical protein
OPPBIMDH_01444	CDS	2517	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
OPPBIMDH_01445	CDS	1491	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OPPBIMDH_01446	CDS	483	sigE_4		COG1595	RNA polymerase sigma-E factor
OPPBIMDH_01447	CDS	1053	tagU_4	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
OPPBIMDH_01448	CDS	210				hypothetical protein
OPPBIMDH_01449	CDS	384				hypothetical protein
OPPBIMDH_01450	CDS	1023	fba	4.1.2.13		Fructose-bisphosphate aldolase
OPPBIMDH_01451	CDS	1281				hypothetical protein
OPPBIMDH_01452	CDS	429				hypothetical protein
OPPBIMDH_01453	CDS	1947				hypothetical protein
OPPBIMDH_01454	CDS	999				hypothetical protein
OPPBIMDH_01455	CDS	1290	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
OPPBIMDH_01456	CDS	915				hypothetical protein
OPPBIMDH_01457	CDS	1131	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
OPPBIMDH_01458	CDS	1500				hypothetical protein
OPPBIMDH_01459	CDS	1566	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
OPPBIMDH_01460	CDS	1215	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OPPBIMDH_01461	CDS	453				hypothetical protein
OPPBIMDH_01462	CDS	585				hypothetical protein
OPPBIMDH_01463	CDS	678				hypothetical protein
OPPBIMDH_01464	CDS	1143				hypothetical protein
OPPBIMDH_01465	CDS	645	liaR_2		COG2197	Transcriptional regulatory protein LiaR
OPPBIMDH_01466	CDS	615	dedA_1		COG0586	Protein DedA
OPPBIMDH_01467	CDS	1248	purA_2	6.3.4.4	COG0104	Adenylosuccinate synthetase
OPPBIMDH_01468	CDS	960				hypothetical protein
OPPBIMDH_01469	CDS	984				hypothetical protein
OPPBIMDH_01470	CDS	759				hypothetical protein
OPPBIMDH_01471	CDS	849				hypothetical protein
OPPBIMDH_01472	CDS	1359	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
OPPBIMDH_01473	CDS	1293	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
OPPBIMDH_01474	CDS	2298				hypothetical protein
OPPBIMDH_01475	CDS	1425	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
OPPBIMDH_01476	CDS	450				hypothetical protein
OPPBIMDH_01477	CDS	684				hypothetical protein
OPPBIMDH_01478	CDS	264	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
OPPBIMDH_01479	CDS	684	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
OPPBIMDH_01480	CDS	2712	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
OPPBIMDH_01481	CDS	750	comB	3.1.3.71		2-phosphosulfolactate phosphatase
OPPBIMDH_01482	CDS	2337				hypothetical protein
OPPBIMDH_01483	CDS	1518	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OPPBIMDH_01484	CDS	1155	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
OPPBIMDH_01485	CDS	1116				hypothetical protein
OPPBIMDH_01486	CDS	213				hypothetical protein
OPPBIMDH_01487	CDS	216				hypothetical protein
OPPBIMDH_01488	CDS	1083	vdh	1.4.1.23	COG0334	Valine dehydrogenase
OPPBIMDH_01489	CDS	840				hypothetical protein
OPPBIMDH_01490	CDS	210				hypothetical protein
OPPBIMDH_01491	CDS	378				hypothetical protein
OPPBIMDH_01492	CDS	780				hypothetical protein
OPPBIMDH_01493	CDS	288				hypothetical protein
OPPBIMDH_01494	CDS	858	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
OPPBIMDH_01495	CDS	744	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
OPPBIMDH_01496	CDS	1338				hypothetical protein
OPPBIMDH_01497	CDS	390				hypothetical protein
OPPBIMDH_01498	CDS	705				hypothetical protein
OPPBIMDH_01499	CDS	501				hypothetical protein
OPPBIMDH_01500	CDS	870				hypothetical protein
OPPBIMDH_01501	CDS	381				hypothetical protein
OPPBIMDH_01502	CDS	747				hypothetical protein
OPPBIMDH_01503	CDS	438	cadI		COG0346	Cadmium-induced protein CadI
OPPBIMDH_01504	CDS	966				hypothetical protein
OPPBIMDH_01505	CDS	528				hypothetical protein
OPPBIMDH_01506	tRNA	75				tRNA-Phe(gaa)
OPPBIMDH_01507	tRNA	75				tRNA-Asp(gtc)
OPPBIMDH_01508	tRNA	74				tRNA-Glu(ttc)
OPPBIMDH_01509	CDS	789				hypothetical protein
OPPBIMDH_01510	CDS	948				hypothetical protein
OPPBIMDH_01511	CDS	594	idi_2	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
OPPBIMDH_01512	CDS	1512	carA2	1.3.99.29	COG1233	zeta-carotene-forming phytoene desaturase
OPPBIMDH_01513	CDS	1155	ispB_1	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
OPPBIMDH_01514	CDS	927	crtB	2.5.1.32		15-cis-phytoene synthase
OPPBIMDH_01515	CDS	1323	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
OPPBIMDH_01516	CDS	1101				hypothetical protein
OPPBIMDH_01517	CDS	1485	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
OPPBIMDH_01518	CDS	765		4.2.1.150	COG1024	Crotonyl-CoA hydratase
OPPBIMDH_01519	CDS	429		3.1.-.-		Ribonuclease VapC21
OPPBIMDH_01520	CDS	210				hypothetical protein
OPPBIMDH_01521	CDS	852				hypothetical protein
OPPBIMDH_01522	CDS	1011				hypothetical protein
OPPBIMDH_01523	CDS	432				hypothetical protein
OPPBIMDH_01524	CDS	474				hypothetical protein
OPPBIMDH_01525	CDS	483				hypothetical protein
OPPBIMDH_01526	CDS	210				hypothetical protein
OPPBIMDH_01527	CDS	867				hypothetical protein
OPPBIMDH_01528	CDS	900				hypothetical protein
OPPBIMDH_01529	CDS	1539				hypothetical protein
OPPBIMDH_01530	CDS	837				hypothetical protein
OPPBIMDH_01531	CDS	669				hypothetical protein
OPPBIMDH_01532	CDS	954				hypothetical protein
OPPBIMDH_01533	CDS	567				hypothetical protein
OPPBIMDH_01534	CDS	777				hypothetical protein
OPPBIMDH_01535	CDS	2376		3.2.1.-	COG1554	putative glycosyl hydrolase
OPPBIMDH_01536	CDS	483				hypothetical protein
OPPBIMDH_01537	CDS	738				hypothetical protein
OPPBIMDH_01538	CDS	294				hypothetical protein
OPPBIMDH_01539	CDS	882	sigJ_2			ECF RNA polymerase sigma factor SigJ
OPPBIMDH_01540	CDS	486				hypothetical protein
OPPBIMDH_01541	CDS	1092	dhmA_1	3.8.1.5		Haloalkane dehalogenase
