locus_tag	ftype	length_bp	gene	EC_number	COG	product
ONHDLDEL_01998	CDS	624				hypothetical protein
ONHDLDEL_01999	CDS	336				hypothetical protein
ONHDLDEL_02000	CDS	324	bmr3_2			Multidrug resistance protein 3
ONHDLDEL_02001	CDS	678				hypothetical protein
ONHDLDEL_02002	CDS	246				hypothetical protein
ONHDLDEL_02003	CDS	390				hypothetical protein
ONHDLDEL_02004	CDS	99				hypothetical protein
ONHDLDEL_02005	CDS	291	rsrA			Anti-sigma factor RsrA
ONHDLDEL_02006	CDS	150	sigR_1		COG1595	ECF RNA polymerase sigma factor SigR
ONHDLDEL_02007	CDS	402	sigR_2		COG1595	ECF RNA polymerase sigma factor SigR
ONHDLDEL_02008	CDS	192				hypothetical protein
ONHDLDEL_02009	CDS	549				hypothetical protein
ONHDLDEL_02010	CDS	372	whiB_1			Transcriptional regulator WhiB
ONHDLDEL_02011	CDS	402				hypothetical protein
ONHDLDEL_02012	CDS	150	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
ONHDLDEL_02013	CDS	942				hypothetical protein
ONHDLDEL_02014	CDS	453	rsgA_2	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
ONHDLDEL_02015	CDS	627	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
ONHDLDEL_02016	CDS	225				hypothetical protein
ONHDLDEL_02017	CDS	735				hypothetical protein
ONHDLDEL_02018	CDS	690	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ONHDLDEL_02019	CDS	192				hypothetical protein
ONHDLDEL_02020	CDS	729	sadH	1.-.-.-		Putative oxidoreductase SadH
ONHDLDEL_02021	CDS	222				hypothetical protein
ONHDLDEL_02022	CDS	780				hypothetical protein
ONHDLDEL_02023	CDS	609	vraR_1			Response regulator protein VraR
ONHDLDEL_02024	CDS	816				hypothetical protein
ONHDLDEL_02025	CDS	156				hypothetical protein
ONHDLDEL_02026	CDS	93				hypothetical protein
ONHDLDEL_02027	CDS	261	prs_1			Putative ribose-phosphate pyrophosphokinase
ONHDLDEL_02028	CDS	759	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
ONHDLDEL_02029	CDS	1395	glpK	2.7.1.30	COG0554	Glycerol kinase
ONHDLDEL_02030	CDS	576	purC_1	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
ONHDLDEL_02031	CDS	192	purC_2	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
ONHDLDEL_02032	CDS	189				hypothetical protein
ONHDLDEL_02033	CDS	267				hypothetical protein
ONHDLDEL_02034	tRNA	75				tRNA-Met(cat)
ONHDLDEL_02035	tRNA	75				tRNA-Met(cat)
ONHDLDEL_02036	CDS	600				hypothetical protein
ONHDLDEL_02037	CDS	135				hypothetical protein
ONHDLDEL_02038	CDS	717				hypothetical protein
ONHDLDEL_02039	CDS	1470				hypothetical protein
ONHDLDEL_02040	CDS	348				hypothetical protein
ONHDLDEL_02041	CDS	414				hypothetical protein
ONHDLDEL_02042	CDS	576				hypothetical protein
ONHDLDEL_02043	CDS	243				hypothetical protein
ONHDLDEL_02044	CDS	285				hypothetical protein
ONHDLDEL_02045	CDS	630				hypothetical protein
ONHDLDEL_02046	CDS	285				hypothetical protein
ONHDLDEL_02047	CDS	636				hypothetical protein
ONHDLDEL_02048	CDS	522				hypothetical protein
ONHDLDEL_02049	CDS	126				hypothetical protein
ONHDLDEL_02050	CDS	264				hypothetical protein
ONHDLDEL_02051	CDS	393				hypothetical protein
ONHDLDEL_02052	CDS	717				hypothetical protein
ONHDLDEL_02053	CDS	420			COG0661	putative protein
ONHDLDEL_02054	CDS	618				hypothetical protein
ONHDLDEL_02055	CDS	177				hypothetical protein
ONHDLDEL_02056	CDS	405	whiB_2			Transcriptional regulator WhiB
ONHDLDEL_02057	CDS	255				hypothetical protein
ONHDLDEL_02058	CDS	429				hypothetical protein
ONHDLDEL_02059	CDS	774				hypothetical protein
ONHDLDEL_02060	CDS	372	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
ONHDLDEL_02061	CDS	324				hypothetical protein
ONHDLDEL_02062	CDS	192				hypothetical protein
ONHDLDEL_02063	CDS	243		1.-.-.-	COG0695	Putative glutaredoxin.1
ONHDLDEL_02064	CDS	342				hypothetical protein
ONHDLDEL_02065	CDS	261				hypothetical protein
ONHDLDEL_02066	CDS	627				hypothetical protein
ONHDLDEL_02067	CDS	741				hypothetical protein
ONHDLDEL_02068	CDS	399				hypothetical protein
ONHDLDEL_02069	CDS	240				hypothetical protein
ONHDLDEL_02070	CDS	894				hypothetical protein
ONHDLDEL_02071	CDS	180				hypothetical protein
ONHDLDEL_02072	CDS	183				hypothetical protein
ONHDLDEL_02073	CDS	402				hypothetical protein
ONHDLDEL_02074	CDS	690				hypothetical protein
ONHDLDEL_02075	CDS	744				hypothetical protein
ONHDLDEL_02076	CDS	477				hypothetical protein
ONHDLDEL_02077	CDS	603				hypothetical protein
ONHDLDEL_02078	CDS	111				hypothetical protein
ONHDLDEL_02079	CDS	408				hypothetical protein
ONHDLDEL_02080	CDS	420				hypothetical protein
ONHDLDEL_02081	CDS	351	cmpC	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
ONHDLDEL_02082	CDS	435				hypothetical protein
ONHDLDEL_02083	CDS	282				hypothetical protein
ONHDLDEL_02084	CDS	228				hypothetical protein
ONHDLDEL_02085	CDS	267				hypothetical protein
ONHDLDEL_02086	CDS	222				hypothetical protein
ONHDLDEL_02087	CDS	513	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
ONHDLDEL_02088	CDS	432				hypothetical protein
ONHDLDEL_02089	CDS	243				hypothetical protein
ONHDLDEL_02090	CDS	201				hypothetical protein
ONHDLDEL_02091	CDS	612				hypothetical protein
ONHDLDEL_02092	CDS	456				hypothetical protein
ONHDLDEL_02093	CDS	297				hypothetical protein
ONHDLDEL_02094	CDS	234				hypothetical protein
ONHDLDEL_02095	CDS	1155				hypothetical protein
ONHDLDEL_02096	CDS	255				hypothetical protein
ONHDLDEL_02097	CDS	465	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
ONHDLDEL_02098	CDS	162				hypothetical protein
ONHDLDEL_02099	CDS	1116				hypothetical protein
ONHDLDEL_02100	CDS	144				hypothetical protein
ONHDLDEL_02101	CDS	474	dapE_2	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
ONHDLDEL_02102	CDS	576	dapE_3	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
ONHDLDEL_02103	CDS	456	dapD_1	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
ONHDLDEL_02104	CDS	480	dapD_2	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
ONHDLDEL_02105	CDS	141				hypothetical protein
ONHDLDEL_02106	CDS	234				hypothetical protein
ONHDLDEL_02107	CDS	627				hypothetical protein
ONHDLDEL_02108	CDS	312				hypothetical protein
ONHDLDEL_02109	CDS	669				hypothetical protein
ONHDLDEL_02110	CDS	159				hypothetical protein
ONHDLDEL_02111	CDS	402				hypothetical protein
ONHDLDEL_02112	CDS	306				hypothetical protein
ONHDLDEL_02113	CDS	129				hypothetical protein
ONHDLDEL_02114	CDS	288				hypothetical protein
ONHDLDEL_02115	CDS	582				hypothetical protein
ONHDLDEL_02116	CDS	408				hypothetical protein
ONHDLDEL_02117	CDS	294				hypothetical protein
ONHDLDEL_02118	CDS	732				hypothetical protein
ONHDLDEL_02119	CDS	183				hypothetical protein
ONHDLDEL_02120	CDS	465				hypothetical protein
ONHDLDEL_02121	CDS	252				hypothetical protein
ONHDLDEL_02122	CDS	414	tyrA	1.3.1.12	COG0287	Prephenate dehydrogenase
ONHDLDEL_02123	CDS	252				hypothetical protein
ONHDLDEL_02124	CDS	852	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
ONHDLDEL_02125	CDS	1320				hypothetical protein
ONHDLDEL_02126	CDS	465				hypothetical protein
ONHDLDEL_02127	CDS	393				hypothetical protein
ONHDLDEL_02128	tRNA	87				tRNA-Arg(cct)
ONHDLDEL_02129	CDS	231	mshB_1	3.5.1.103	COG2120	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
ONHDLDEL_02130	CDS	585				hypothetical protein
ONHDLDEL_02131	CDS	1170				hypothetical protein
ONHDLDEL_02132	CDS	540				hypothetical protein
ONHDLDEL_02133	CDS	90				hypothetical protein
ONHDLDEL_02134	CDS	534				hypothetical protein
ONHDLDEL_02135	CDS	216				hypothetical protein
ONHDLDEL_02136	CDS	270	dppB_1		COG0601	Dipeptide transport system permease protein DppB
ONHDLDEL_02137	CDS	249				hypothetical protein
ONHDLDEL_02138	CDS	186				hypothetical protein
ONHDLDEL_02139	CDS	246	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
ONHDLDEL_02140	CDS	243				hypothetical protein
ONHDLDEL_02141	CDS	432				hypothetical protein
ONHDLDEL_02142	CDS	261				hypothetical protein
ONHDLDEL_02143	CDS	582	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
ONHDLDEL_02144	CDS	186				hypothetical protein
ONHDLDEL_02145	CDS	549				hypothetical protein
ONHDLDEL_02146	CDS	327				hypothetical protein
ONHDLDEL_02147	CDS	315				hypothetical protein
ONHDLDEL_02148	CDS	237				hypothetical protein
ONHDLDEL_02149	CDS	138				hypothetical protein
ONHDLDEL_02150	CDS	1044				hypothetical protein
ONHDLDEL_02151	CDS	132				hypothetical protein
ONHDLDEL_02152	CDS	423				hypothetical protein
ONHDLDEL_02153	CDS	165				hypothetical protein
ONHDLDEL_02154	CDS	102				hypothetical protein
ONHDLDEL_02155	CDS	723	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
ONHDLDEL_02156	CDS	534				hypothetical protein
ONHDLDEL_02157	CDS	987				hypothetical protein
ONHDLDEL_02158	CDS	171				hypothetical protein
ONHDLDEL_02159	CDS	261				hypothetical protein
ONHDLDEL_02160	CDS	309				hypothetical protein
ONHDLDEL_02161	CDS	363				hypothetical protein
ONHDLDEL_02162	CDS	531				hypothetical protein
ONHDLDEL_02163	CDS	606	cypM	2.1.1.301		Cypemycin N-terminal methyltransferase
ONHDLDEL_02164	CDS	273				hypothetical protein
ONHDLDEL_02165	CDS	279				hypothetical protein
ONHDLDEL_02166	CDS	180				hypothetical protein
ONHDLDEL_02167	CDS	609	yyaP		COG0262	putative protein YyaP
ONHDLDEL_02168	CDS	324				hypothetical protein
ONHDLDEL_02169	CDS	303				hypothetical protein
ONHDLDEL_02170	CDS	480				hypothetical protein
ONHDLDEL_02171	CDS	264				hypothetical protein
ONHDLDEL_02172	CDS	144				hypothetical protein
ONHDLDEL_02173	CDS	396	OLA1			Obg-like ATPase 1
ONHDLDEL_02174	CDS	240				hypothetical protein
ONHDLDEL_02175	CDS	543				hypothetical protein
ONHDLDEL_02176	CDS	168				hypothetical protein
ONHDLDEL_02177	CDS	894				hypothetical protein
ONHDLDEL_02178	CDS	255				hypothetical protein
ONHDLDEL_02179	CDS	399				hypothetical protein
ONHDLDEL_02180	CDS	462	ogt_1	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
ONHDLDEL_02181	CDS	714				hypothetical protein
ONHDLDEL_02182	CDS	900	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_02183	CDS	486				hypothetical protein
ONHDLDEL_02184	CDS	627		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
ONHDLDEL_02185	CDS	477		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
ONHDLDEL_02186	CDS	165				hypothetical protein
ONHDLDEL_02187	CDS	435				hypothetical protein
ONHDLDEL_02188	CDS	453				hypothetical protein
ONHDLDEL_02189	CDS	402	valS_3	6.1.1.9	COG0525	Valine--tRNA ligase
ONHDLDEL_02190	CDS	180				hypothetical protein
ONHDLDEL_02191	CDS	141				hypothetical protein
ONHDLDEL_02192	CDS	957				hypothetical protein
ONHDLDEL_02193	CDS	738	bcrA_2			Bacitracin transport ATP-binding protein BcrA
ONHDLDEL_02194	CDS	225				hypothetical protein
ONHDLDEL_02195	CDS	156				hypothetical protein
ONHDLDEL_02196	CDS	585				hypothetical protein
ONHDLDEL_02197	CDS	228				hypothetical protein
ONHDLDEL_02198	CDS	501				hypothetical protein
ONHDLDEL_02199	CDS	135				hypothetical protein
ONHDLDEL_02200	CDS	1692	sat	2.7.7.4		Sulfate adenylyltransferase
ONHDLDEL_02201	CDS	567	lacR			Lactose phosphotransferase system repressor
ONHDLDEL_02202	CDS	693				hypothetical protein
ONHDLDEL_02203	CDS	324				hypothetical protein
ONHDLDEL_02204	CDS	996				hypothetical protein
ONHDLDEL_02205	CDS	105				hypothetical protein
ONHDLDEL_02206	CDS	795				hypothetical protein
ONHDLDEL_02207	CDS	210				hypothetical protein
ONHDLDEL_02208	CDS	558	mdh	1.1.1.37		Malate dehydrogenase
ONHDLDEL_02209	CDS	159				hypothetical protein
ONHDLDEL_02210	CDS	429	folD_1		COG0190	Bifunctional protein FolD protein
ONHDLDEL_02211	CDS	1599	oppA_1		COG4166	Oligopeptide-binding protein OppA
ONHDLDEL_02212	CDS	939	dppB_2		COG0601	Dipeptide transport system permease protein DppB
ONHDLDEL_02213	CDS	201				hypothetical protein
ONHDLDEL_02214	CDS	309	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
ONHDLDEL_02215	CDS	138				hypothetical protein
ONHDLDEL_02216	CDS	912	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
ONHDLDEL_02217	CDS	327			COG1123	putative ABC transporter ATP-binding protein
ONHDLDEL_02218	CDS	303	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
ONHDLDEL_02219	CDS	447				hypothetical protein
ONHDLDEL_02220	CDS	840				hypothetical protein
ONHDLDEL_02221	CDS	957	purH		COG0138	Bifunctional purine biosynthesis protein PurH
ONHDLDEL_02222	CDS	459				hypothetical protein
ONHDLDEL_02223	CDS	459	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
ONHDLDEL_02224	CDS	246				hypothetical protein
ONHDLDEL_02225	CDS	234				hypothetical protein
ONHDLDEL_02226	CDS	1221				hypothetical protein
ONHDLDEL_02227	CDS	270				hypothetical protein
ONHDLDEL_02228	CDS	2067				hypothetical protein
ONHDLDEL_02229	CDS	405	mcm	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
ONHDLDEL_02230	CDS	231				hypothetical protein
ONHDLDEL_02231	CDS	378				hypothetical protein
ONHDLDEL_02232	CDS	522				hypothetical protein
ONHDLDEL_02233	CDS	270		3.4.24.75		Glycyl-glycine endopeptidase ALE-1
ONHDLDEL_02234	CDS	432	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
ONHDLDEL_02235	CDS	183				hypothetical protein
ONHDLDEL_02236	CDS	1182	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
ONHDLDEL_02237	CDS	393				hypothetical protein
ONHDLDEL_02238	CDS	483	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_02239	CDS	531	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
ONHDLDEL_02240	CDS	606	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
ONHDLDEL_02241	CDS	171	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
ONHDLDEL_02242	CDS	984	oppC_3		COG1173	Oligopeptide transport system permease protein OppC
ONHDLDEL_02243	CDS	777	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
ONHDLDEL_02244	CDS	153				hypothetical protein
ONHDLDEL_02245	CDS	1041	oppA_2		COG4166	Oligopeptide-binding protein OppA
ONHDLDEL_02246	CDS	717				hypothetical protein
ONHDLDEL_02247	CDS	267				hypothetical protein
ONHDLDEL_02248	CDS	330				hypothetical protein
ONHDLDEL_02249	CDS	261				hypothetical protein
ONHDLDEL_02250	CDS	657				hypothetical protein
ONHDLDEL_02251	CDS	201				hypothetical protein
ONHDLDEL_02252	CDS	591				hypothetical protein
ONHDLDEL_02253	CDS	738				hypothetical protein
ONHDLDEL_02254	CDS	264				hypothetical protein
ONHDLDEL_02255	CDS	204				hypothetical protein
ONHDLDEL_02256	CDS	504	psd_1	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
ONHDLDEL_02257	CDS	234	psd_2	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
ONHDLDEL_02258	CDS	444				hypothetical protein
ONHDLDEL_02259	CDS	342				hypothetical protein
ONHDLDEL_02260	CDS	288				hypothetical protein
ONHDLDEL_02261	CDS	336				hypothetical protein
ONHDLDEL_02262	CDS	279				hypothetical protein
ONHDLDEL_02263	CDS	237				hypothetical protein
ONHDLDEL_02264	CDS	387				hypothetical protein
ONHDLDEL_02265	CDS	1626	nadE_4	6.3.1.5		NH(3)-dependent NAD(+) synthetase
ONHDLDEL_02266	CDS	348	choD_1	1.1.3.6	COG2303	Cholesterol oxidase
ONHDLDEL_02267	CDS	429				hypothetical protein
ONHDLDEL_02268	CDS	450	choD_2	1.1.3.6	COG2303	Cholesterol oxidase
ONHDLDEL_02269	CDS	198				hypothetical protein
ONHDLDEL_02270	CDS	981	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
ONHDLDEL_02271	CDS	108				hypothetical protein
ONHDLDEL_02272	CDS	123				hypothetical protein
ONHDLDEL_02273	CDS	279				hypothetical protein
ONHDLDEL_02274	CDS	1398				hypothetical protein
ONHDLDEL_02275	CDS	678	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
ONHDLDEL_02276	CDS	1947	IMPDH_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
ONHDLDEL_02277	CDS	324				putative protein
ONHDLDEL_02278	CDS	123				hypothetical protein
ONHDLDEL_02279	CDS	429				hypothetical protein
ONHDLDEL_02280	CDS	384	whiB_3			Transcriptional regulator WhiB
ONHDLDEL_02281	CDS	1326	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
ONHDLDEL_02282	CDS	135				hypothetical protein
ONHDLDEL_02283	CDS	843	groL1_1			60 kDa chaperonin 1
ONHDLDEL_02284	CDS	234				hypothetical protein
ONHDLDEL_02285	CDS	168	groL_1			60 kDa chaperonin
ONHDLDEL_02286	CDS	477	groL1_2			60 kDa chaperonin 1
ONHDLDEL_02287	CDS	144				hypothetical protein
ONHDLDEL_02288	CDS	396				hypothetical protein
ONHDLDEL_02289	CDS	489				hypothetical protein
ONHDLDEL_02290	CDS	453				hypothetical protein
ONHDLDEL_02291	CDS	180				hypothetical protein
ONHDLDEL_02292	CDS	354	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
ONHDLDEL_02293	CDS	1098	xylF		COG4213	D-xylose-binding periplasmic protein
ONHDLDEL_02294	CDS	954	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_02295	CDS	705				hypothetical protein
ONHDLDEL_02296	CDS	384				hypothetical protein
ONHDLDEL_02297	CDS	210	xylH		COG4214	Xylose transport system permease protein XylH
ONHDLDEL_02298	CDS	564				hypothetical protein
ONHDLDEL_02299	CDS	666	mlc		COG1940	Protein mlc
ONHDLDEL_02300	CDS	561				hypothetical protein
ONHDLDEL_02301	CDS	264			COG1132	putative ABC transporter ATP-binding protein
ONHDLDEL_02302	CDS	246				hypothetical protein
ONHDLDEL_02303	CDS	417				hypothetical protein
ONHDLDEL_02304	CDS	828				hypothetical protein
ONHDLDEL_02305	CDS	1248	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
ONHDLDEL_02306	CDS	486				hypothetical protein
ONHDLDEL_02307	CDS	183				hypothetical protein
ONHDLDEL_02308	CDS	705	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
ONHDLDEL_02309	CDS	336	tsaD_2	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
ONHDLDEL_02310	CDS	444	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
ONHDLDEL_02311	CDS	612				hypothetical protein
ONHDLDEL_02312	CDS	639				hypothetical protein
ONHDLDEL_02313	CDS	204		3.2.2.27		Uracil-DNA glycosylase
ONHDLDEL_02314	CDS	483	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
ONHDLDEL_02315	CDS	150				hypothetical protein
ONHDLDEL_02316	CDS	435				hypothetical protein
ONHDLDEL_02317	CDS	558				hypothetical protein
ONHDLDEL_02318	CDS	927	alr	5.1.1.1	COG0787	Alanine racemase
ONHDLDEL_02319	CDS	288	CARKD	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
ONHDLDEL_02320	CDS	1029	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
ONHDLDEL_02321	CDS	219				hypothetical protein
ONHDLDEL_02322	CDS	297				hypothetical protein
ONHDLDEL_02323	CDS	705				hypothetical protein
ONHDLDEL_02324	CDS	357				hypothetical protein
ONHDLDEL_02325	CDS	411				hypothetical protein
ONHDLDEL_02326	CDS	195	glmS_3	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ONHDLDEL_02327	CDS	1392	glmS_4	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ONHDLDEL_02328	CDS	333	glmS_5	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ONHDLDEL_02329	CDS	519				hypothetical protein
ONHDLDEL_02330	CDS	249				hypothetical protein
ONHDLDEL_02331	CDS	255				hypothetical protein
ONHDLDEL_02332	CDS	522	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
ONHDLDEL_02333	CDS	1419				hypothetical protein
ONHDLDEL_02334	CDS	1041	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
ONHDLDEL_02335	CDS	423				hypothetical protein
ONHDLDEL_02336	CDS	237	rpsI		COG0103	30S ribosomal protein S9
ONHDLDEL_02337	CDS	102				hypothetical protein
ONHDLDEL_02338	CDS	441	rplM		COG0102	50S ribosomal protein L13
ONHDLDEL_02339	CDS	690	narK		COG2223	Nitrate/nitrite transporter NarK
ONHDLDEL_02340	CDS	441	narU		COG2223	Nitrate/nitrite transporter NarU
ONHDLDEL_02341	CDS	456				hypothetical protein
ONHDLDEL_02342	CDS	195				hypothetical protein
ONHDLDEL_02343	CDS	165				hypothetical protein
ONHDLDEL_02344	CDS	255				hypothetical protein
ONHDLDEL_02345	CDS	1134	nasC	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
ONHDLDEL_02346	CDS	186				hypothetical protein
ONHDLDEL_02347	CDS	279				hypothetical protein
ONHDLDEL_02348	CDS	432	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
ONHDLDEL_02349	CDS	972	nasB		COG1251	Assimilatory nitrate reductase electron transfer subunit
ONHDLDEL_02350	CDS	162				hypothetical protein
ONHDLDEL_02351	CDS	723	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
ONHDLDEL_02352	CDS	255				hypothetical protein
ONHDLDEL_02353	CDS	486	nasD_2	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
ONHDLDEL_02354	CDS	813				hypothetical protein
ONHDLDEL_02355	CDS	348	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
ONHDLDEL_02356	CDS	738				hypothetical protein
ONHDLDEL_02357	CDS	618				hypothetical protein
ONHDLDEL_02358	CDS	363				hypothetical protein
ONHDLDEL_02359	CDS	237			COG2018	Serine protease inhibitor
ONHDLDEL_02360	CDS	177				hypothetical protein
ONHDLDEL_02361	CDS	444				hypothetical protein
ONHDLDEL_02362	CDS	2070				hypothetical protein
ONHDLDEL_02363	CDS	504				hypothetical protein
ONHDLDEL_02364	CDS	267				hypothetical protein
ONHDLDEL_02365	CDS	498				hypothetical protein
ONHDLDEL_02366	CDS	273				hypothetical protein
ONHDLDEL_02367	CDS	615	ribX			Riboflavin transport system permease protein RibX
ONHDLDEL_02368	CDS	309				hypothetical protein
ONHDLDEL_02369	CDS	99				hypothetical protein
ONHDLDEL_02370	CDS	972				hypothetical protein
ONHDLDEL_02371	CDS	441	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
ONHDLDEL_02372	CDS	375				hypothetical protein
ONHDLDEL_02373	CDS	168				hypothetical protein
ONHDLDEL_02374	CDS	2346				hypothetical protein
ONHDLDEL_02375	CDS	606				hypothetical protein
ONHDLDEL_02376	CDS	189	thiC_1	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
ONHDLDEL_02377	CDS	162	thiC_2	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
ONHDLDEL_02378	CDS	270	thiC_3	4.1.99.17		Phosphomethylpyrimidine synthase
ONHDLDEL_02379	CDS	291	thiC_4	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
ONHDLDEL_02380	CDS	354	thiC_5	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
ONHDLDEL_02381	CDS	192				hypothetical protein
ONHDLDEL_02382	CDS	243				hypothetical protein
ONHDLDEL_02383	CDS	180				hypothetical protein
ONHDLDEL_02384	CDS	108				hypothetical protein
ONHDLDEL_02385	CDS	387	thiG	2.8.1.10	COG2022	Thiazole synthase
ONHDLDEL_02386	CDS	258				hypothetical protein
ONHDLDEL_02387	CDS	729				hypothetical protein
ONHDLDEL_02388	CDS	459				hypothetical protein
ONHDLDEL_02389	CDS	180	thiE	2.5.1.3		Thiamine-phosphate synthase
ONHDLDEL_02390	CDS	240				hypothetical protein
ONHDLDEL_02391	CDS	204				hypothetical protein
ONHDLDEL_02392	CDS	1020				hypothetical protein
ONHDLDEL_02393	CDS	390	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
ONHDLDEL_02394	CDS	219				hypothetical protein
ONHDLDEL_02395	CDS	279				hypothetical protein
ONHDLDEL_02396	CDS	147				hypothetical protein
ONHDLDEL_02397	CDS	114				hypothetical protein
ONHDLDEL_02398	CDS	99				hypothetical protein
ONHDLDEL_02399	CDS	216				hypothetical protein
ONHDLDEL_02400	CDS	927	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_02401	CDS	666				hypothetical protein
ONHDLDEL_02402	CDS	1200				hypothetical protein
ONHDLDEL_02403	CDS	537	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
ONHDLDEL_02404	CDS	300	truA_2	5.4.99.12		tRNA pseudouridine synthase A
ONHDLDEL_02405	CDS	207				hypothetical protein
ONHDLDEL_02406	CDS	279	rplQ		COG0203	50S ribosomal protein L17
ONHDLDEL_02407	CDS	1710	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
ONHDLDEL_02408	CDS	357				hypothetical protein
ONHDLDEL_02409	CDS	159	infA		COG0361	Translation initiation factor IF-1
ONHDLDEL_02410	CDS	234				hypothetical protein
ONHDLDEL_02411	CDS	312				hypothetical protein
ONHDLDEL_02412	CDS	360		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
ONHDLDEL_02413	CDS	216				hypothetical protein
ONHDLDEL_02414	CDS	1314	secY			Protein translocase subunit SecY
ONHDLDEL_02415	CDS	246				hypothetical protein
